id,nameProject,testCase,isFlaky,prediction
832,spring-boot,org.springframework.boot.autoconfigure.mobile.devicedelegatingviewresolverautoconfigurationtests.devicedelegatinginternalresourceviewresolverdisabled,False,False
834,spring-boot,org.springframework.boot.autoconfigure.mobile.devicedelegatingviewresolverautoconfigurationtests.devicedelegatingthymeleafviewresolverdisabled,False,False
835,spring-boot,org.springframework.boot.autoconfigure.mobile.devicedelegatingviewresolverautoconfigurationtests.defaultpropertyvalues,False,False
850,spring-boot,org.springframework.boot.autoconfigure.flyway.flywayautoconfigurationtests.checklocationsallexist,False,False
867,spring-boot,org.springframework.boot.autoconfigure.velocity.velocityautoconfigurationtests.rendernonwebapptemplate,False,False
875,spring-boot,org.springframework.boot.autoconfigure.logging.autoconfigurationreportlogginginitializertests.logsdebugonerror,False,False
880,spring-boot,org.springframework.boot.autoconfigure.logging.autoconfigurationreportlogginginitializertests.noerrorifnotinitialized,False,False
888,spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceinitializertests.testdefaultdatasourcedoesnotexists,False,False
891,spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceinitializertests.testdatasourceinitializedwithexplicitscript,False,False
892,spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourceinitializertests.testdatasourceinitializedwithmultiplescripts,False,False
909,spring-boot,org.springframework.boot.autoconfigure.jdbc.datasourcetransactionmanagerautoconfigurationtests.testnodatasourceexists,False,False
922,spring-boot,org.springframework.boot.autoconfigure.jmx.jmxautoconfigurationtests.testdefaultmbeanexport,False,False
933,spring-boot,org.springframework.boot.autoconfigure.condition.springbootconditiontests.sensiblemethodexception,False,False
976,spring-boot,org.springframework.boot.cli.sampleintegrationtests.integrationsample,True,True
977,spring-boot,org.springframework.boot.cli.sampleintegrationtests.xmlsample,True,True
979,spring-boot,org.springframework.boot.cli.sampleintegrationtests.jmssample,True,True
980,spring-boot,org.springframework.boot.cli.sampleintegrationtests.devicesample,True,True
984,spring-boot,org.springframework.boot.cli.grabcommandintegrationtests.custommetadata,True,False
987,spring-boot,org.springframework.boot.cli.reprointegrationtests.shelldependencies,True,True
992,spring-boot,org.springframework.boot.cli.directorysourcesintegrationtests.runpathpattern,True,True
999,spring-boot,org.springframework.boot.cli.util.resourceutilstests.explicitfile,False,False
1011,spring-boot,org.springframework.boot.cli.compiler.dependencies.manageddependenciesartifactcoordinatesresolvertests.getversionfound,False,False
1025,spring-boot,org.springframework.boot.cli.compiler.resolvedependencycoordinatestransformationtests.transformationofannotationonimport,False,False
1029,spring-boot,org.springframework.boot.cli.compiler.resolvedependencycoordinatestransformationtests.transformationofannotationonpackage,False,False
1035,spring-boot,org.springframework.boot.cli.compiler.resolvedependencycoordinatestransformationtests.transformationofannotationonmethodparameter,False,False
1039,spring-boot,org.springframework.boot.cli.compiler.grape.aethergrapeenginetests.repositorymirrors,False,False
1045,spring-boot,org.springframework.boot.cli.compiler.grape.aethergrapeenginetests.differingtypeandext,False,False
1071,spring-boot,org.springframework.boot.cli.command.commandrunnertests.handlesexceptionwithdashd,False,False
1075,spring-boot,org.springframework.boot.cli.command.commandrunnertests.helpnocommand,False,False
1082,spring-boot,org.springframework.boot.cli.command.install.groovygrabdependencyresolvertests.resolveartifactwithnodependencies,False,False
1084,spring-boot,org.springframework.boot.cli.command.install.groovygrabdependencyresolvertests.resolveshorthandartifactwithdependencies,False,False
1091,spring-boot,org.springframework.boot.cli.command.jar.resourcematchertests.excludeddeltas,False,False
1097,spring-boot,org.springframework.boot.actuate.security.authenticationauditlistenertests.testauthenticationswitch,False,False
1099,spring-boot,org.springframework.boot.actuate.endpoint.shutdownendpointtests.invoke,False,False
1101,spring-boot,org.springframework.boot.actuate.endpoint.requestmappingendpointtests.beanurlmappings,False,False
1113,spring-boot,org.springframework.boot.actuate.endpoint.environmentendpointtests.testkeysanitizationwithcustompatternbyenvironment,False,False
1133,spring-boot,org.springframework.boot.actuate.endpoint.configurationpropertiesreportendpointtests.testkeysanitizationwithcustomkeysbyenvironment,False,False
1136,spring-boot,org.springframework.boot.actuate.endpoint.mvc.environmentmvcendpointtests.home,False,False
1139,spring-boot,org.springframework.boot.actuate.endpoint.mvc.healthmvcendpointtests.down,False,False
1156,spring-boot,org.springframework.boot.actuate.endpoint.jmx.endpointmbeanexportertests.testregistrationwithdifferentdomain,False,False
1158,spring-boot,org.springframework.boot.actuate.endpoint.jmx.endpointmbeanexportertests.testregistrationwithdifferentdomainandidentityandstaticnames,False,False
1162,spring-boot,org.springframework.boot.actuate.autoconfigure.endpointmbeanexportautoconfigurationtests.testendpointmbeanexporterisnotinstalledifnestedinmanagedresource,False,False
1165,spring-boot,org.springframework.boot.actuate.autoconfigure.endpointmbeanexportautoconfigurationtests.testendpointmbeanexporterinparentchild,False,False
1168,spring-boot,org.springframework.boot.actuate.autoconfigure.metricfilterautoconfigurationtests.recordshttpinteractions,False,False
1180,spring-boot,org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testbindingauthifempty,False,False
1183,spring-boot,org.springframework.boot.actuate.autoconfigure.shellpropertiestests.testbindingconfigpathpatterns,False,False
1211,spring-boot,org.springframework.boot.actuate.autoconfigure.healthindicatorautoconfigurationtests.diskspacehealthindicator,False,False
1213,spring-boot,org.springframework.boot.actuate.autoconfigure.managementserverpropertiesautoconfigurationtests.definedmanagementserverproperties,False,False
1222,spring-boot,org.springframework.boot.actuate.autoconfigure.crshautoconfigurationtests.testjaasauthenticationprovider,True,False
1224,spring-boot,org.springframework.boot.actuate.autoconfigure.crshautoconfigurationtests.testsimpleauthenticationprovider,False,False
1235,spring-boot,org.springframework.boot.actuate.autoconfigure.managementsecurityautoconfigurationtests.testsecuritypropertiesnotavailable,False,False
1239,spring-boot,org.springframework.boot.actuate.autoconfigure.endpointautoconfigurationtests.metricendpointshassystemmetricsbydefault,False,False
1270,spring-boot,org.springframework.boot.actuate.metrics.export.prefixmetricgroupexportertests.multimetricgroupscopiedasdefault,False,False
1277,spring-boot,org.springframework.boot.actuate.metrics.repository.redis.redismetricrepositorytests.setandget,False,False
1295,spring-boot,org.springframework.boot.actuate.metrics.writer.codahalemetricwritertests.testparallism,False,False
1296,spring-boot,org.springframework.boot.actuate.metrics.util.inmemoryrepositorytests.setandget,False,False
1301,spring-boot,org.springframework.boot.actuate.metrics.util.inmemoryrepositorytests.updateconcurrent,False,False
1306,spring-boot,org.springframework.boot.actuate.health.datasourcehealthindicatortests.customquery,False,False
1315,spring-boot,org.springframework.boot.actuate.health.compositehealthindicatortests.testserialization,False,False
1340,spring-boot,org.springframework.boot.actuate.health.healthtests.downwithexception,False,False
1341,spring-boot,org.springframework.boot.actuate.health.healthtests.down,False,False
1344,spring-boot,org.springframework.boot.actuate.health.healthtests.status,False,False
1364,spring-boot,org.springframework.boot.jta.bitronix.bitronixxaconnectionfactorywrappertests.wrap,False,False
1373,spring-boot,org.springframework.boot.springapplicationtests.sourcesmustnotbenull,False,False
1377,spring-boot,org.springframework.boot.springapplicationtests.custombanner,False,False
1380,spring-boot,org.springframework.boot.springapplicationtests.specificapplicationcontextclass,False,False
1402,spring-boot,org.springframework.boot.springapplicationtests.exit,False,False
1407,spring-boot,org.springframework.boot.springapplicationtests.registerlistener,False,False
1429,spring-boot,org.springframework.boot.bannertests.testdefaultbanner,False,False
1449,spring-boot,org.springframework.boot.context.contextidapplicationcontextinitializertests.testdefaults,False,False
1474,spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.loadtwoofthreepropertiesfile,False,False
1485,spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.loadpropertiesthenprofilepropertieswithoverride,False,False
1491,spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.specificnameandprofilefromexistingsource,False,False
1499,spring-boot,org.springframework.boot.context.config.configfileapplicationlistenertests.propertysourceannotationandnonactiveprofile,False,False
1508,spring-boot,org.springframework.boot.context.config.delegatingapplicationlistenertests.emptyinitializers,False,False
1513,spring-boot,org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.tomcatadditionalconnectors,False,False
1518,spring-boot,org.springframework.boot.context.embedded.tomcat.tomcatembeddedservletcontainerfactorytests.valve,False,False
1533,spring-boot,org.springframework.boot.context.embedded.servletregistrationbeantests.disable,False,False
1542,spring-boot,org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.doesnotregistersshutdownhook,False,False
1555,spring-boot,org.springframework.boot.context.embedded.embeddedwebapplicationcontexttests.servletcontextlistenerbeans,False,False
1600,spring-boot,org.springframework.boot.context.embedded.annotationconfigembeddedwebapplicationcontexttests.createfromscan,False,False
1607,spring-boot,org.springframework.boot.context.embedded.annotationconfigembeddedwebapplicationcontexttests.createandinitializewithparent,False,False
1618,spring-boot,org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.testvalidationwithoutjsr303,False,False
1620,spring-boot,org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.testsuccessfulvalidationwithjsr303,False,False
1622,spring-boot,org.springframework.boot.context.properties.configurationpropertiesbindingpostprocessortests.testpropertywithenum,False,False
1640,spring-boot,org.springframework.boot.builder.springapplicationbuildertests.parentcontextcreation,False,False
1650,spring-boot,org.springframework.boot.builder.springapplicationbuildertests.initializerscreatedonce,False,False
1658,spring-boot,org.springframework.boot.test.applicationcontexttestutilstests.closecontextandparent,False,False
1667,spring-boot,org.springframework.boot.bind.propertiesconfigurationfactorytests.testvalidpropertiesloadswithdash,False,False
1689,spring-boot,org.springframework.boot.bind.relaxedpropertyresolvertests.needspropertyresolver,False,False
1691,spring-boot,org.springframework.boot.bind.relaxedpropertyresolvertests.getrequiredpropertywithtype,False,False
1702,spring-boot,org.springframework.boot.bind.relaxedpropertyresolvertests.prefixedrelaxed,False,False
1713,spring-boot,org.springframework.boot.bind.relaxeddatabindertests.testbindcamelcase,False,False
1717,spring-boot,org.springframework.boot.bind.relaxeddatabindertests.testallowedfields,False,False
1721,spring-boot,org.springframework.boot.bind.relaxeddatabindertests.testbindnestedlist,False,False
1743,spring-boot,org.springframework.boot.bind.relaxeddatabindertests.testbindmapnestedmap,False,False
1756,spring-boot,org.springframework.boot.bind.relaxednamestests.fromempty,False,False
1761,spring-boot,org.springframework.boot.json.simplejsonparsertests.testemptylist,False,False
1766,spring-boot,org.springframework.boot.ansi.ansioutputapplicationlistenertests.disabled,False,False
1783,spring-boot,org.springframework.boot.logging.logback.colorconvertertests.red,False,False
1797,spring-boot,org.springframework.boot.logging.log4j2.log4j2loggingsystemtests.setlevel,False,False
1798,spring-boot,org.springframework.boot.logging.loggingapplicationlistenertests.baseconfiglocation,False,False
1801,spring-boot,org.springframework.boot.logging.loggingapplicationlistenertests.addlogfileproperty,False,False
1802,spring-boot,org.springframework.boot.logging.loggingapplicationlistenertests.addlogfilepropertywithdefault,False,False
1823,elastic-job-lite,io.elasticjob.lite.event.jobeventbustest.assertregisterfailure,False,False
1824,elastic-job-lite,io.elasticjob.lite.event.jobeventbustest.assertpost,False,False
1836,elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobexecutioneventswithpagesizeandnumber,False,False
1847,elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbsearchtest.assertfindjobstatustraceeventswithtime,True,True
1852,elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbidentitytest.assertgetidentity,False,False
1853,elastic-job-lite,io.elasticjob.lite.event.rdb.jobeventrdbconfigurationtest.assertgetdatasource,False,False
1858,elastic-job-lite,io.elasticjob.lite.reg.exception.regexceptionhandlertest.asserthandleexceptionwithconnectionlossexception,False,False
1868,elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycentermodifytest.assertpersistsequential,False,False
1874,elastic-job-lite,io.elasticjob.lite.exception.jobsystemexceptiontest.assertgetcause,False,False
1881,elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertnewwithoutslaveid,False,False
1886,elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertmetainfofromwithmetainfowithoutshardingitems,False,False
1890,elastic-job-lite,io.elasticjob.lite.context.taskcontexttest.assertgetexecutorid,False,False
1901,elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskresultstatisticswhentableisempty,False,False
1902,elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindlatesttaskresultstatistics,False,False
1911,elastic-job-lite,io.elasticjob.lite.statistics.rdb.statisticrdbrepositorytest.assertfindjobregisterstatisticswhentableisempty,False,False
1915,elastic-job-lite,io.elasticjob.lite.api.shardingcontexttest.assertnew,False,False
1918,elastic-job-lite,io.elasticjob.lite.api.strategy.impl.odevitysortbynamejobshardingstrategytest.assertshardingbyasc,False,False
1934,elastic-job-lite,io.elasticjob.lite.api.strategy.jobinstancetest.assertgetjobinstanceid,False,False
1937,elastic-job-lite,io.elasticjob.lite.executor.type.scriptjobexecutortest.assertexecutewhenexecutefailureforsingleshardingitems,False,False
1939,elastic-job-lite,io.elasticjob.lite.executor.type.scriptjobexecutortest.assertexecutesuccessformultipleshardingitems,False,False
1962,elastic-job-lite,io.elasticjob.lite.executor.jobexecutorfactorytest.assertgetjobexecutorforscriptjob,False,False
1969,elastic-job-lite,io.elasticjob.lite.executor.handler.jobpropertiestest.assertputnullvalue,False,False
1978,elastic-job-lite,io.elasticjob.lite.executor.handler.executorservicehandlerregistrytest.assertgetexecutorservicehandlerforconcurrent,False,False
1995,elastic-job-lite,io.elasticjob.lite.util.json.gsonfactorytest.assertgetgson,False,False
1997,elastic-job-lite,io.elasticjob.lite.config.litejobconfigurationtest.assertbuildallproperties,False,False
2019,elastic-job-lite,io.elasticjob.lite.internal.sharding.shardingservicetest.assertgetlocalshardingitemswithenabledserver,False,False
2058,elastic-job-lite,io.elasticjob.lite.internal.sharding.executioncontextservicetest.assertgetshardingcontextwhennotassignshardingitem,False,False
2066,elastic-job-lite,io.elasticjob.lite.internal.listener.listenermanagertest.assertstartalllisteners,False,False
2087,elastic-job-lite,io.elasticjob.lite.internal.instance.triggerlistenermanagertest.assertnottriggerwhenisnotlocalinstancepath,False,False
2092,elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertisjobnodeexisted,False,False
2099,elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertremovejobnodeifneeded,False,False
2100,elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertremovejobnodeifnotneeded,False,False
2109,elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodestoragetest.assertgetregistrycentertime,False,False
2111,elastic-job-lite,io.elasticjob.lite.internal.storage.jobnodepathtest.assertgetservernodepath,False,False
2131,elastic-job-lite,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertgetshardingcontextwhenisfailoverenableandnotfailover,False,False
2137,elastic-job-lite,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertbeforejobexecuted,False,False
2138,elastic-job-lite,io.elasticjob.lite.internal.schedule.litejobfacadetest.assertafterjobexecuted,False,False
2145,elastic-job-lite,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.assertispausediftriggerstateispaused,False,False
2148,elastic-job-lite,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.assertpausejobfailure,False,False
2154,elastic-job-lite,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.asserttriggerjobfailure,False,False
2159,elastic-job-lite,io.elasticjob.lite.internal.schedule.jobschedulecontrollertest.assertreschedulejobifshutdown,False,False
2177,elastic-job-lite,io.elasticjob.lite.internal.config.litejobconfigurationgsonfactorytest.asserttojsonfordataflowjob,False,False
2208,elastic-job-lite,io.elasticjob.lite.internal.guarantee.guaranteelistenermanagertest.assertstart,False,False
2235,elastic-job-lite,io.elasticjob.lite.internal.failover.failoverservicetest.assertfailoverifunnecessarywhenitemsrootnodeisempty,False,False
2256,elastic-job-lite,io.elasticjob.lite.internal.server.serverservicetest.assertpersistonlinefordisabledserver,False,False
2259,elastic-job-lite,io.elasticjob.lite.internal.server.serverservicetest.asserthasnotavailableservers,False,False
2262,elastic-job-lite,io.elasticjob.lite.internal.server.serverservicetest.assertisavailableserver,False,False
2276,elastic-job-lite,io.elasticjob.lite.internal.election.leaderservicetest.assertelectleaderexecutioncallbackwithoutleader,False,False
2278,elastic-job-lite,io.elasticjob.lite.internal.election.electionlistenermanagertest.assertisnotleaderinstancepathandserverpath,False,False
2287,elastic-job-lite,io.elasticjob.lite.internal.election.electionlistenermanagertest.assertleaderabdicationwhenleaderdisable,False,False
2290,elastic-job-lite,io.elasticjob.lite.lifecycle.restful.restfulservertest.assertcallfailure,False,False
2300,elastic-job-lite,io.elasticjob.lite.lifecycle.internal.statistics.jobstatisticsapiimpltest.assertgetjobstotalcount,False,False
2302,elastic-job-lite,io.elasticjob.lite.lifecycle.internal.statistics.jobstatisticsapiimpltest.assertgetokjobbriefinfowithpartialdisabledserver,False,False
2307,elastic-job-lite,io.elasticjob.lite.lifecycle.internal.statistics.jobstatisticsapiimpltest.assertgetalljobsbriefinfo,False,False
2320,elastic-job-lite,io.elasticjob.lite.lifecycle.internal.operate.joboperateapiimpltest.assertdisablewithjobnameandserverip,False,False
2339,elastic-job-lite,io.elasticjob.lite.reg.zookeeper.zookeeperregistrycenterquerywithoutcachetest.assertgetregistrycentertime,True,False
2346,incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.dubboconfigbindingbeanpostprocessortest.test,False,False
2348,incubator-dubbo,org.apache.dubbo.config.spring.beans.factory.annotation.serviceannotationbeanpostprocessortest.test,False,False
2350,incubator-dubbo,org.apache.dubbo.config.spring.context.annotation.dubboconfigbindingregistrartest.testregisterbeandefinitionsformultiple,False,False
2358,incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testcustomparameter,False,False
2366,incubator-dubbo,org.apache.dubbo.config.spring.schema.dubbonamespacehandlertest.testproperty,False,False
2373,incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testname,False,False
2381,incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testretry,False,False
2388,incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testexecutes,False,False
2412,incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testonthrow,False,False
2416,incubator-dubbo,org.apache.dubbo.config.methodconfigtest.testonthrowmethod,False,False
2433,incubator-dubbo,org.apache.dubbo.config.moduleconfigtest.testname1,False,False
2459,incubator-dubbo,org.apache.dubbo.config.moduleconfigtest.testregistries,False,False
2462,incubator-dubbo,org.apache.dubbo.config.moduleconfigtest.testmonitor,False,False
2480,incubator-dubbo,org.apache.dubbo.config.argumentconfigtest.testindex,False,False
2496,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testprotocol,False,False
2504,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testusername,False,False
2508,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testpassword,False,False
2520,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testfile,False,False
2530,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testclient,False,False
2549,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testsubscribe,False,False
2553,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testcluster,False,False
2565,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testparameters,False,False
2569,incubator-dubbo,org.apache.dubbo.config.registryconfigtest.testdefault,False,False
2572,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testprotocol,False,False
2575,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testprotocol,False,False
2599,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testthreads,False,False
2606,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testqueues,False,False
2609,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testaccepts,False,False
2622,incubator-dubbo,org.apache.dubbo.config.providerconfigtest.testbuffer,False,False
2662,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testport,False,False
2666,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testpath,False,False
2673,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testiothreads,False,False
2687,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testaccesslog,False,False
2695,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testparameters,False,False
2700,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testkeepalive,False,False
2701,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testkeepalive,False,False
2704,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testoptimizer,False,False
2707,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testoptimizer,False,False
2710,incubator-dubbo,org.apache.dubbo.config.protocolconfigtest.testextension,False,False
2712,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testname,False,False
2716,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testversion,False,False
2725,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testorganization,False,False
2726,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testorganization,False,False
2729,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testarchitecture,False,False
2731,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testarchitecture,False,False
2733,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testenvironment1,False,False
2742,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testregistry,False,False
2755,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testdefault,False,False
2760,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testqosenable,False,False
2772,incubator-dubbo,org.apache.dubbo.config.applicationconfigtest.testparameters,False,False
2785,incubator-dubbo,org.apache.dubbo.config.abstractconfigtest.testappendproperties1,False,False
2788,incubator-dubbo,org.apache.dubbo.config.abstractconfigtest.testappendparameters1,False,False
2799,incubator-dubbo,org.apache.dubbo.config.abstractconfigtest.checkname,False,False
2810,incubator-dubbo,org.apache.dubbo.config.monitorconfigtest.testpassword,False,False
2825,incubator-dubbo,org.apache.dubbo.config.abstractreferenceconfigtest.teststubevent,False,False
2826,incubator-dubbo,org.apache.dubbo.config.abstractreferenceconfigtest.testreconnect,False,False
2839,incubator-dubbo,org.apache.dubbo.config.abstractmethodconfigtest.testsent,False,False
2845,incubator-dubbo,org.apache.dubbo.config.abstractserviceconfigtest.testversion,False,False
2852,incubator-dubbo,org.apache.dubbo.config.abstractserviceconfigtest.testdeprecated,False,False
2863,incubator-dubbo,org.apache.dubbo.config.genericservicetest.testgenericreferenceexception,False,False
2890,incubator-dubbo,org.apache.dubbo.config.abstractinterfaceconfigtest.checkinterfaceandmethod4,False,False
2896,incubator-dubbo,org.apache.dubbo.config.abstractinterfaceconfigtest.checkstubandmock5,False,False
2920,incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_getextensionloader_notinterface,False,False
2931,incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_getsupportedextensions,False,False
2940,incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_replaceextension_exceptionwhennotexistedextension,False,False
2941,incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_replaceextension_adaptive_exceptionwhennotexistedextension,False,False
2942,incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_initerror,False,False
2947,incubator-dubbo,org.apache.dubbo.cache.cachetest.testcachefactory,False,False
2964,incubator-dubbo,org.apache.dubbo.remoting.zookeeper.curator.curatorzookeeperclienttest.testchildrenlistener,False,False
2968,incubator-dubbo,org.apache.dubbo.remoting.zookeeper.curator.curatorzookeeperclienttest.testcreateexistingpath,False,False
2971,incubator-dubbo,org.apache.dubbo.remoting.transport.netty.nettyclienttest.testserverclose,False,False
2979,incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.headerexchangechanneltest.sendtest00,False,False
2997,incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.headerexchangechanneltest.removeattributetest,False,False
3001,incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.headerexchangechanneltest.tostringtest,False,False
3017,incubator-dubbo,org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_withexitbyte,False,False
3021,incubator-dubbo,org.apache.dubbo.remoting.codec.telnetcodectest.testdecode_blankmessage,False,False
3032,incubator-dubbo,org.apache.dubbo.remoting.codec.exchangecodectest.test_decode_error_magicnum,False,False
3039,incubator-dubbo,org.apache.dubbo.remoting.codec.exchangecodectest.test_decode_return_response_person,False,False
3041,incubator-dubbo,org.apache.dubbo.remoting.codec.exchangecodectest.test_decode_return_request_event_object,False,False
3055,incubator-dubbo,org.apache.dubbo.remoting.handler.headerexchangehandlertest.test_received_request_twoway_error_nullhandler,False,False
3058,incubator-dubbo,org.apache.dubbo.remoting.handler.headerexchangehandlertest.test_received_request_event_readonly,False,False
3075,incubator-dubbo,org.apache.dubbo.registry.support.abstractregistrytest.testregister,False,False
3084,incubator-dubbo,org.apache.dubbo.registry.support.abstractregistrytest.testsubscribe,False,False
3090,incubator-dubbo,org.apache.dubbo.registry.support.abstractregistrytest.testnotifyifurlnull,False,False
3105,incubator-dubbo,org.apache.dubbo.registry.dubbo.registrydirectorytest.testnotified_normal,False,False
3113,incubator-dubbo,org.apache.dubbo.registry.dubbo.registrydirectorytest.testdestroy_withdestroyregistry_witherror,False,False
3134,incubator-dubbo,org.apache.dubbo.registry.dubbo.registrydirectorytest.test_notified_acceptprotocol2,False,False
3135,incubator-dubbo,org.apache.dubbo.registry.dubbo.registrystatuscheckertest.testcheckunknown,False,False
3148,incubator-dubbo,org.apache.dubbo.registry.multicast.multicastregistryfactorytest.shouldcreateregistry,False,False
3149,incubator-dubbo,org.apache.dubbo.registry.redis.redisregistrytest.testregister,False,False
3159,incubator-dubbo,org.apache.dubbo.registry.zookeeper.zookeeperregistrytest.testlookup,False,False
3168,incubator-dubbo,org.apache.dubbo.config.validation.validationtest.testprovidervalidation,False,False
3193,incubator-dubbo,org.apache.dubbo.config.spring.convert.converter.stringarraytostringconvertertest.testconvert,False,False
3201,incubator-dubbo,org.apache.dubbo.common.logger.loggerfactorytest.testgetlogfile,False,False
3218,incubator-dubbo,org.apache.dubbo.common.io.bytestest.testwrongoffset,False,False
3220,incubator-dubbo,org.apache.dubbo.common.io.bytestest.testsmalllength,False,False
3231,incubator-dubbo,org.apache.dubbo.common.io.streamutilstest.testskipfororiginmarksupportinput,False,False
3234,incubator-dubbo,org.apache.dubbo.common.io.unsafebytearrayoutputstreamtest.testwrongsize,False,False
3241,incubator-dubbo,org.apache.dubbo.common.io.unsafestringreadertest.testskiptoolong,False,False
3288,incubator-dubbo,org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testmultithreadsetandget,False,False
3289,incubator-dubbo,org.apache.dubbo.common.threadlocal.internalthreadlocaltest.testperformancetradition,False,False
3303,incubator-dubbo,org.apache.dubbo.common.threadpool.support.eager.eagerthreadpooltest.getexecutor2,False,False
3305,incubator-dubbo,org.apache.dubbo.common.json.jsonwritertest.testwritejson,False,False
3330,incubator-dubbo,org.apache.dubbo.common.urltest.test_addparameter_samekv,False,False
3340,incubator-dubbo,org.apache.dubbo.common.urltest.testusernamepasswordcontainsat,False,False
3341,incubator-dubbo,org.apache.dubbo.common.urltest.testipv6address,False,False
3349,incubator-dubbo,org.apache.dubbo.common.bytecode.wrappertest.testhasmethod,False,False
3350,incubator-dubbo,org.apache.dubbo.common.bytecode.wrappertest.testwrapperobject,False,False
3354,incubator-dubbo,org.apache.dubbo.common.bytecode.wrappertest.testnosuchmethod,False,False
3389,incubator-dubbo,org.apache.dubbo.common.utils.reflectutilstest.testgetmethodname,False,False
3423,incubator-dubbo,org.apache.dubbo.common.utils.logutiltest.testfindthread,False,False
